,ImagePath,Category
1879,C:/Anaconda/image/train\7\7_83950640.jpg,7
1880,C:/Anaconda/image/train\7\7_83951625.jpg,7
1881,C:/Anaconda/image/train\7\7_83954093.jpg,7
1882,C:/Anaconda/image/train\7\7_83954218.jpg,7
1883,C:/Anaconda/image/train\7\7_83955953.jpg,7
1884,C:/Anaconda/image/train\7\7_83957421.jpg,7
1885,C:/Anaconda/image/train\7\7_83957484.jpg,7
1886,C:/Anaconda/image/train\7\7_83958453.jpg,7
1887,C:/Anaconda/image/train\7\7_83965218.jpg,7
1888,C:/Anaconda/image/train\7\7_83966125.jpg,7
1889,C:/Anaconda/image/train\7\7_83966187.jpg,7
1890,C:/Anaconda/image/train\7\7_83968546.jpg,7
1891,C:/Anaconda/image/train\7\7_83968562.jpg,7
1892,C:/Anaconda/image/train\7\7_83968640.jpg,7
1893,C:/Anaconda/image/train\7\7_83970671.jpg,7
1894,C:/Anaconda/image/train\7\7_83972640.jpg,7
1895,C:/Anaconda/image/train\7\7_83972656.jpg,7
1896,C:/Anaconda/image/train\7\7_83972718.jpg,7
1897,C:/Anaconda/image/train\7\7_83972765.jpg,7
1898,C:/Anaconda/image/train\7\7_83974781.jpg,7
1899,C:/Anaconda/image/train\7\7_83974843.jpg,7
1900,C:/Anaconda/image/train\7\7_83976765.jpg,7
1901,C:/Anaconda/image/train\7\7_83978515.jpg,7
1902,C:/Anaconda/image/train\7\7_83978562.jpg,7
1903,C:/Anaconda/image/train\7\7_83980328.jpg,7
1904,C:/Anaconda/image/train\7\7_83980406.jpg,7
1905,C:/Anaconda/image/train\7\7_83982187.jpg,7
1906,C:/Anaconda/image/train\7\7_83982281.jpg,7
1907,C:/Anaconda/image/train\7\7_83986343.jpg,7
1908,C:/Anaconda/image/train\7\7_83986437.jpg,7
1909,C:/Anaconda/image/train\7\7_83988265.jpg,7
1910,C:/Anaconda/image/train\7\7_83990359.jpg,7
1911,C:/Anaconda/image/train\7\7_83990421.jpg,7
1912,C:/Anaconda/image/train\7\7_83992359.jpg,7
1913,C:/Anaconda/image/train\7\7_83994203.jpg,7
1914,C:/Anaconda/image/train\7\7_83996062.jpg,7
1915,C:/Anaconda/image/train\7\7_83996156.jpg,7
1916,C:/Anaconda/image/train\7\7_83997859.jpg,7
1917,C:/Anaconda/image/train\7\7_83998000.jpg,7
1918,C:/Anaconda/image/train\7\7_84000109.jpg,7
1919,C:/Anaconda/image/train\7\7_84000156.jpg,7
1920,C:/Anaconda/image/train\7\7_84000203.jpg,7
1921,C:/Anaconda/image/train\7\7_84002062.jpg,7
1922,C:/Anaconda/image/train\7\7_84002109.jpg,7
1923,C:/Anaconda/image/train\7\7_84004421.jpg,7
1924,C:/Anaconda/image/train\7\7_84006859.jpg,7
1925,C:/Anaconda/image/train\7\7_84006921.jpg,7
1926,C:/Anaconda/image/train\7\7_84009921.jpg,7
1927,C:/Anaconda/image/train\7\7_84011984.jpg,7
1928,C:/Anaconda/image/train\7\7_84013859.jpg,7
1929,C:/Anaconda/image/train\7\7_84013968.jpg,7
1930,C:/Anaconda/image/train\7\7_84015640.jpg,7
1931,C:/Anaconda/image/train\7\7_84015781.jpg,7
1932,C:/Anaconda/image/train\7\7_84017562.jpg,7
1933,C:/Anaconda/image/train\7\7_84017609.jpg,7
1934,C:/Anaconda/image/train\7\7_84019468.jpg,7
1935,C:/Anaconda/image/train\7\7_84022234.jpg,7
1936,C:/Anaconda/image/train\7\7_84024031.jpg,7
1937,C:/Anaconda/image/train\7\7_84024140.jpg,7
1938,C:/Anaconda/image/train\7\7_84026187.jpg,7
1939,C:/Anaconda/image/train\7\7_84026203.jpg,7
1940,C:/Anaconda/image/train\7\7_84026234.jpg,7
1941,C:/Anaconda/image/train\7\7_84028218.jpg,7
1942,C:/Anaconda/image/train\7\7_84030187.jpg,7
1943,C:/Anaconda/image/train\7\7_84030234.jpg,7
1944,C:/Anaconda/image/train\7\7_84033984.jpg,7
1945,C:/Anaconda/image/train\7\7_84034015.jpg,7
1946,C:/Anaconda/image/train\7\7_84035750.jpg,7
1947,C:/Anaconda/image/train\7\7_84035781.jpg,7
1948,C:/Anaconda/image/train\7\7_84037671.jpg,7
1949,C:/Anaconda/image/train\7\7_84040015.jpg,7
1950,C:/Anaconda/image/train\7\7_84041656.jpg,7
1951,C:/Anaconda/image/train\7\7_84043390.jpg,7
1952,C:/Anaconda/image/train\7\7_84045312.jpg,7
1953,C:/Anaconda/image/train\7\7_84047390.jpg,7
1954,C:/Anaconda/image/train\7\7_84049109.jpg,7
1955,C:/Anaconda/image/train\7\7_84049218.jpg,7
1956,C:/Anaconda/image/train\7\7_84051343.jpg,7
1957,C:/Anaconda/image/train\7\7_84051375.jpg,7
1958,C:/Anaconda/image/train\7\7_84051406.jpg,7
1959,C:/Anaconda/image/train\7\7_84053375.jpg,7
1960,C:/Anaconda/image/train\7\7_84053390.jpg,7
1961,C:/Anaconda/image/train\7\7_84053421.jpg,7
1962,C:/Anaconda/image/train\7\7_84055171.jpg,7
1963,C:/Anaconda/image/train\7\7_84055203.jpg,7
1964,C:/Anaconda/image/train\7\7_84056890.jpg,7
1965,C:/Anaconda/image/train\7\7_84056953.jpg,7
1966,C:/Anaconda/image/train\7\7_84058625.jpg,7
1967,C:/Anaconda/image/train\7\7_84058671.jpg,7
1968,C:/Anaconda/image/train\7\7_84060765.jpg,7
1969,C:/Anaconda/image/train\7\7_84203500.jpg,7
1970,C:/Anaconda/image/train\7\7_84212000.jpg,7
1971,C:/Anaconda/image/train\7\7_84213500.jpg,7
1972,C:/Anaconda/image/train\7\7_84225359.jpg,7
1973,C:/Anaconda/image/train\7\7_84226906.jpg,7
1974,C:/Anaconda/image/train\7\7_84243953.jpg,7
1975,C:/Anaconda/image/train\7\7_8_1017_1001_61327239.jpg,7
1976,C:/Anaconda/image/train\7\7_8_1019_1003_61327239.jpg,7
1977,C:/Anaconda/image/train\7\7_8_1020_1004_61327239.jpg,7
1978,C:/Anaconda/image/train\7\7_8_1021_1005_61327239.jpg,7
1979,C:/Anaconda/image/train\7\7_8_1022_1006_61327239.jpg,7
1980,C:/Anaconda/image/train\7\7_8_1023_1007_61327239.jpg,7
1981,C:/Anaconda/image/train\7\7_8_20140722-00200001.jpg,7
1982,C:/Anaconda/image/train\7\7_8_20140722-00200013.jpg,7
1983,C:/Anaconda/image/train\7\7_8_20140722-00200019.jpg,7
1984,C:/Anaconda/image/train\7\7_9_1017_1001_61327239.jpg,7
1985,C:/Anaconda/image/train\7\7_9_1021_1005_61327239.jpg,7
1986,C:/Anaconda/image/train\7\7_9_1022_1006_61327239.jpg,7
1987,C:/Anaconda/image/train\7\7_9_1023_1007_61327239.jpg,7
1988,C:/Anaconda/image/train\7\7_9_1024_1008_61327239.jpg,7
1989,C:/Anaconda/image/train\7\7_9_1025_1009_61327239.jpg,7
1990,C:/Anaconda/image/train\7\7_9_20140722-00200001.jpg,7
1991,C:/Anaconda/image/train\7\7_9_20140722-00200019.jpg,7
1992,C:/Anaconda/image/train\7\7_9_20140722-00200020.jpg,7
1993,C:/Anaconda/image/train\8\8_10_1018_1002_61327239.jpg,8
1994,C:/Anaconda/image/train\8\8_10_1019_1003_61327239.jpg,8
1995,C:/Anaconda/image/train\8\8_10_1024_1008_61327239.jpg,8
1996,C:/Anaconda/image/train\8\8_10_1025_1009_61327239.jpg,8
1997,C:/Anaconda/image/train\8\8_10_20140722-00200001.jpg,8
1998,C:/Anaconda/image/train\8\8_10_20140722-00200002.jpg,8
1999,C:/Anaconda/image/train\8\8_11_1018_1002_61327239.jpg,8
2000,C:/Anaconda/image/train\8\8_11_1019_1003_61327239.jpg,8
2001,C:/Anaconda/image/train\8\8_11_1020_1004_61327239.jpg,8
2002,C:/Anaconda/image/train\8\8_11_1023_1007_61327239.jpg,8
2003,C:/Anaconda/image/train\8\8_11_1025_1009_61327239.jpg,8
2004,C:/Anaconda/image/train\8\8_11_20140722-00200001.jpg,8
2005,C:/Anaconda/image/train\8\8_11_20140722-00200002.jpg,8
2006,C:/Anaconda/image/train\8\8_12_1018_1002_61327239.jpg,8
2007,C:/Anaconda/image/train\8\8_12_1021_1005_61327239.jpg,8
2008,C:/Anaconda/image/train\8\8_12_1023_1007_61327239.jpg,8
2009,C:/Anaconda/image/train\8\8_12_1024_1008_61327239.jpg,8
2010,C:/Anaconda/image/train\8\8_12_20140722-00200001.jpg,8
2011,C:/Anaconda/image/train\8\8_2_1017_1001_61327239.jpg,8
2012,C:/Anaconda/image/train\8\8_2_1020_1004_61327239.jpg,8
2013,C:/Anaconda/image/train\8\8_2_1021_1005_61327239.jpg,8
2014,C:/Anaconda/image/train\8\8_2_1022_1006_61327239.jpg,8
2015,C:/Anaconda/image/train\8\8_2_20140722-00200001.jpg,8
2016,C:/Anaconda/image/train\8\8_2_20140722-00200002.jpg,8
2017,C:/Anaconda/image/train\8\8_2_20140722-00200003.jpg,8
2018,C:/Anaconda/image/train\8\8_2_20140722-00200004.jpg,8
2019,C:/Anaconda/image/train\8\8_2_20140722-00200005.jpg,8
2020,C:/Anaconda/image/train\8\8_2_20140722-00200006.jpg,8
2021,C:/Anaconda/image/train\8\8_2_20140722-00200010.jpg,8
2022,C:/Anaconda/image/train\8\8_2_20140722-00200011.jpg,8
2023,C:/Anaconda/image/train\8\8_2_20140722-00200012.jpg,8
2024,C:/Anaconda/image/train\8\8_2_20140722-00200015.jpg,8
2025,C:/Anaconda/image/train\8\8_2_20140722-00200017.jpg,8
2026,C:/Anaconda/image/train\8\8_2_20140722-00200018.jpg,8
2027,C:/Anaconda/image/train\8\8_2_20140722-00200019.jpg,8
2028,C:/Anaconda/image/train\8\8_2_20140722-00200020.jpg,8
2029,C:/Anaconda/image/train\8\8_3_1017_1001_61327239.jpg,8
2030,C:/Anaconda/image/train\8\8_3_1018_1002_61327239.jpg,8
2031,C:/Anaconda/image/train\8\8_3_1019_1003_61327239.jpg,8
2032,C:/Anaconda/image/train\8\8_3_1021_1005_61327239.jpg,8
2033,C:/Anaconda/image/train\8\8_3_1022_1006_61327239.jpg,8
2034,C:/Anaconda/image/train\8\8_3_1023_1007_61327239.jpg,8
2035,C:/Anaconda/image/train\8\8_3_1025_1009_61327239.jpg,8
2036,C:/Anaconda/image/train\8\8_3_20140722-00200001.jpg,8
2037,C:/Anaconda/image/train\8\8_3_20140722-00200002.jpg,8
2038,C:/Anaconda/image/train\8\8_3_20140722-00200004.jpg,8
2039,C:/Anaconda/image/train\8\8_3_20140722-00200006.jpg,8
2040,C:/Anaconda/image/train\8\8_3_20140722-00200008.jpg,8
2041,C:/Anaconda/image/train\8\8_3_20140722-00200017.jpg,8
2042,C:/Anaconda/image/train\8\8_3_20140722-00200018.jpg,8
2043,C:/Anaconda/image/train\8\8_3_20140722-00200019.jpg,8
2044,C:/Anaconda/image/train\8\8_3_20140722-00200020.jpg,8
2045,C:/Anaconda/image/train\8\8_4_1017_1001_61327239.jpg,8
2046,C:/Anaconda/image/train\8\8_4_1018_1002_61327239.jpg,8
2047,C:/Anaconda/image/train\8\8_4_1019_1003_61327239.jpg,8
2048,C:/Anaconda/image/train\8\8_4_1020_1004_61327239.jpg,8
2049,C:/Anaconda/image/train\8\8_4_1021_1005_61327239.jpg,8
2050,C:/Anaconda/image/train\8\8_4_1022_1006_61327239.jpg,8
2051,C:/Anaconda/image/train\8\8_4_1023_1007_61327239.jpg,8
2052,C:/Anaconda/image/train\8\8_4_1025_1009_61327239.jpg,8
2053,C:/Anaconda/image/train\8\8_4_20140722-00200001.jpg,8
2054,C:/Anaconda/image/train\8\8_4_20140722-00200002.jpg,8
2055,C:/Anaconda/image/train\8\8_4_20140722-00200006.jpg,8
2056,C:/Anaconda/image/train\8\8_4_20140722-00200010.jpg,8
2057,C:/Anaconda/image/train\8\8_4_20140722-00200018.jpg,8
2058,C:/Anaconda/image/train\8\8_4_20140722-00200019.jpg,8
2059,C:/Anaconda/image/train\8\8_4_20140722-00200020.jpg,8
2060,C:/Anaconda/image/train\8\8_5_1017_1001_61327239.jpg,8
2061,C:/Anaconda/image/train\8\8_5_1018_1002_61327239.jpg,8
2062,C:/Anaconda/image/train\8\8_5_1019_1003_61327239.jpg,8
2063,C:/Anaconda/image/train\8\8_5_1021_1005_61327239.jpg,8
2064,C:/Anaconda/image/train\8\8_5_1025_1009_61327239.jpg,8
2065,C:/Anaconda/image/train\8\8_5_20140722-00200001.jpg,8
2066,C:/Anaconda/image/train\8\8_5_20140722-00200002.jpg,8
2067,C:/Anaconda/image/train\8\8_5_20140722-00200004.jpg,8
2068,C:/Anaconda/image/train\8\8_5_20140722-00200006.jpg,8
2069,C:/Anaconda/image/train\8\8_5_20140722-00200010.jpg,8
2070,C:/Anaconda/image/train\8\8_5_20140722-00200012.jpg,8
2071,C:/Anaconda/image/train\8\8_5_20140722-00200017.jpg,8
2072,C:/Anaconda/image/train\8\8_5_20140722-00200019.jpg,8
2073,C:/Anaconda/image/train\8\8_5_20140722-00200020.jpg,8
2074,C:/Anaconda/image/train\8\8_6_1017_1001_61327239.jpg,8
2075,C:/Anaconda/image/train\8\8_6_1018_1002_61327239.jpg,8
2076,C:/Anaconda/image/train\8\8_6_1019_1003_61327239.jpg,8
2077,C:/Anaconda/image/train\8\8_6_1021_1005_61327239.jpg,8
2078,C:/Anaconda/image/train\8\8_6_1022_1006_61327239.jpg,8
2079,C:/Anaconda/image/train\8\8_6_1023_1007_61327239.jpg,8
2080,C:/Anaconda/image/train\8\8_6_1025_1009_61327239.jpg,8
2081,C:/Anaconda/image/train\8\8_6_20140722-00200001.jpg,8
2082,C:/Anaconda/image/train\8\8_6_20140722-00200005.jpg,8
2083,C:/Anaconda/image/train\8\8_6_20140722-00200019.jpg,8
2084,C:/Anaconda/image/train\8\8_7_1017_1001_61327239.jpg,8
2085,C:/Anaconda/image/train\8\8_7_1018_1002_61327239.jpg,8
2086,C:/Anaconda/image/train\8\8_7_1020_1004_61327239.jpg,8
2087,C:/Anaconda/image/train\8\8_7_1021_1005_61327239.jpg,8
2088,C:/Anaconda/image/train\8\8_7_1022_1006_61327239.jpg,8
2089,C:/Anaconda/image/train\8\8_7_1023_1007_61327239.jpg,8
2090,C:/Anaconda/image/train\8\8_7_1024_1008_61327239.jpg,8
2091,C:/Anaconda/image/train\8\8_7_1025_1009_61327239.jpg,8
2092,C:/Anaconda/image/train\8\8_7_20140722-00200001.jpg,8
2093,C:/Anaconda/image/train\8\8_7_20140722-00200002.jpg,8
2094,C:/Anaconda/image/train\8\8_7_20140722-00200019.jpg,8
2095,C:/Anaconda/image/train\8\8_7_20140722-00200020.jpg,8
2096,C:/Anaconda/image/train\8\8_83928062.jpg,8
2097,C:/Anaconda/image/train\8\8_83929921.jpg,8
2098,C:/Anaconda/image/train\8\8_83929937.jpg,8
2099,C:/Anaconda/image/train\8\8_83931656.jpg,8
2100,C:/Anaconda/image/train\8\8_83931703.jpg,8
2101,C:/Anaconda/image/train\8\8_83933718.jpg,8
2102,C:/Anaconda/image/train\8\8_83935531.jpg,8
2103,C:/Anaconda/image/train\8\8_83935609.jpg,8
2104,C:/Anaconda/image/train\8\8_83937640.jpg,8
2105,C:/Anaconda/image/train\8\8_83939234.jpg,8
2106,C:/Anaconda/image/train\8\8_83942953.jpg,8
2107,C:/Anaconda/image/train\8\8_83943031.jpg,8
2108,C:/Anaconda/image/train\8\8_83943062.jpg,8
2109,C:/Anaconda/image/train\8\8_83943984.jpg,8
2110,C:/Anaconda/image/train\8\8_83946296.jpg,8
2111,C:/Anaconda/image/train\8\8_83948437.jpg,8
2112,C:/Anaconda/image/train\8\8_83948500.jpg,8
2113,C:/Anaconda/image/train\8\8_83950640.jpg,8
2114,C:/Anaconda/image/train\8\8_83951578.jpg,8
2115,C:/Anaconda/image/train\8\8_83954234.jpg,8
2116,C:/Anaconda/image/train\8\8_83955875.jpg,8
2117,C:/Anaconda/image/train\8\8_83955953.jpg,8
2118,C:/Anaconda/image/train\8\8_83957421.jpg,8
2119,C:/Anaconda/image/train\8\8_83957484.jpg,8
2120,C:/Anaconda/image/train\8\8_83958453.jpg,8
2121,C:/Anaconda/image/train\8\8_83965218.jpg,8
2122,C:/Anaconda/image/train\8\8_83966187.jpg,8
2123,C:/Anaconda/image/train\8\8_83968546.jpg,8
2124,C:/Anaconda/image/train\8\8_83968640.jpg,8
2125,C:/Anaconda/image/train\8\8_83970562.jpg,8
2126,C:/Anaconda/image/train\8\8_83970578.jpg,8
2127,C:/Anaconda/image/train\8\8_83970671.jpg,8
2128,C:/Anaconda/image/train\8\8_83972765.jpg,8
2129,C:/Anaconda/image/train\8\8_83974765.jpg,8
2130,C:/Anaconda/image/train\8\8_83974781.jpg,8
2131,C:/Anaconda/image/train\8\8_83976781.jpg,8
2132,C:/Anaconda/image/train\8\8_83978500.jpg,8
2133,C:/Anaconda/image/train\8\8_83978562.jpg,8
2134,C:/Anaconda/image/train\8\8_83980343.jpg,8
2135,C:/Anaconda/image/train\8\8_83980406.jpg,8
2136,C:/Anaconda/image/train\8\8_83982171.jpg,8
2137,C:/Anaconda/image/train\8\8_83982203.jpg,8
2138,C:/Anaconda/image/train\8\8_83982296.jpg,8
2139,C:/Anaconda/image/train\8\8_83986343.jpg,8
2140,C:/Anaconda/image/train\8\8_83986437.jpg,8
2141,C:/Anaconda/image/train\8\8_83988218.jpg,8
2142,C:/Anaconda/image/train\8\8_83988234.jpg,8
2143,C:/Anaconda/image/train\8\8_83988265.jpg,8
2144,C:/Anaconda/image/train\8\8_83990421.jpg,8
2145,C:/Anaconda/image/train\8\8_83992359.jpg,8
2146,C:/Anaconda/image/train\8\8_83994109.jpg,8
2147,C:/Anaconda/image/train\8\8_83994203.jpg,8
2148,C:/Anaconda/image/train\8\8_83996156.jpg,8
2149,C:/Anaconda/image/train\8\8_83997875.jpg,8
2150,C:/Anaconda/image/train\8\8_83998000.jpg,8
2151,C:/Anaconda/image/train\8\8_84000109.jpg,8
2152,C:/Anaconda/image/train\8\8_84000203.jpg,8
2153,C:/Anaconda/image/train\8\8_84002078.jpg,8
2154,C:/Anaconda/image/train\8\8_84002109.jpg,8
2155,C:/Anaconda/image/train\8\8_84004390.jpg,8
2156,C:/Anaconda/image/train\8\8_84004437.jpg,8
2157,C:/Anaconda/image/train\8\8_84006875.jpg,8
2158,C:/Anaconda/image/train\8\8_84009937.jpg,8
2159,C:/Anaconda/image/train\8\8_84011984.jpg,8
2160,C:/Anaconda/image/train\8\8_84013968.jpg,8
2161,C:/Anaconda/image/train\8\8_84015781.jpg,8
2162,C:/Anaconda/image/train\8\8_84017562.jpg,8
2163,C:/Anaconda/image/train\8\8_84017625.jpg,8
2164,C:/Anaconda/image/train\8\8_84022234.jpg,8
2165,C:/Anaconda/image/train\8\8_84024031.jpg,8
2166,C:/Anaconda/image/train\8\8_84024140.jpg,8
2167,C:/Anaconda/image/train\8\8_84026234.jpg,8
2168,C:/Anaconda/image/train\8\8_84028218.jpg,8
2169,C:/Anaconda/image/train\8\8_84030187.jpg,8
2170,C:/Anaconda/image/train\8\8_84030234.jpg,8
2171,C:/Anaconda/image/train\8\8_84033984.jpg,8
2172,C:/Anaconda/image/train\8\8_84034015.jpg,8
2173,C:/Anaconda/image/train\8\8_84035750.jpg,8
2174,C:/Anaconda/image/train\8\8_84035781.jpg,8
2175,C:/Anaconda/image/train\8\8_84037500.jpg,8
2176,C:/Anaconda/image/train\8\8_84037609.jpg,8
2177,C:/Anaconda/image/train\8\8_84037687.jpg,8
2178,C:/Anaconda/image/train\8\8_84040015.jpg,8
2179,C:/Anaconda/image/train\8\8_84041656.jpg,8
2180,C:/Anaconda/image/train\8\8_84043328.jpg,8
2181,C:/Anaconda/image/train\8\8_84043343.jpg,8
2182,C:/Anaconda/image/train\8\8_84045328.jpg,8
2183,C:/Anaconda/image/train\8\8_84047296.jpg,8
2184,C:/Anaconda/image/train\8\8_84047390.jpg,8
2185,C:/Anaconda/image/train\8\8_84049109.jpg,8
2186,C:/Anaconda/image/train\8\8_84051421.jpg,8
2187,C:/Anaconda/image/train\8\8_84055218.jpg,8
2188,C:/Anaconda/image/train\8\8_84058671.jpg,8
2189,C:/Anaconda/image/train\8\8_84208078.jpg,8
2190,C:/Anaconda/image/train\8\8_84213500.jpg,8
2191,C:/Anaconda/image/train\8\8_84223812.jpg,8
2192,C:/Anaconda/image/train\8\8_84238859.jpg,8
2193,C:/Anaconda/image/train\8\8_84250093.jpg,8
2194,C:/Anaconda/image/train\8\8_84250921.jpg,8
2195,C:/Anaconda/image/train\8\8_84254843.jpg,8
2196,C:/Anaconda/image/train\8\8_84264109.jpg,8
2197,C:/Anaconda/image/train\8\8_8_1018_1002_61327239.jpg,8
2198,C:/Anaconda/image/train\8\8_8_1019_1003_61327239.jpg,8
2199,C:/Anaconda/image/train\8\8_8_1021_1005_61327239.jpg,8
2200,C:/Anaconda/image/train\8\8_8_1023_1007_61327239.jpg,8
2201,C:/Anaconda/image/train\8\8_8_1024_1008_61327239.jpg,8
2202,C:/Anaconda/image/train\8\8_8_1025_1009_61327239.jpg,8
2203,C:/Anaconda/image/train\8\8_8_20140722-00200001.jpg,8
2204,C:/Anaconda/image/train\8\8_8_20140722-00200002.jpg,8
2205,C:/Anaconda/image/train\8\8_8_20140722-00200013.jpg,8
2206,C:/Anaconda/image/train\8\8_8_20140722-00200019.jpg,8
2207,C:/Anaconda/image/train\8\8_8_20140722-00200020.jpg,8
2208,C:/Anaconda/image/train\8\8_9_1023_1007_61327239.jpg,8
2209,C:/Anaconda/image/train\8\8_9_1025_1009_61327239.jpg,8
2210,C:/Anaconda/image/train\8\8_9_20140722-00200002.jpg,8
2211,C:/Anaconda/image/train\8\8_9_20140722-00200019.jpg,8
2212,C:/Anaconda/image/train\8\8_9_20140722-00200020.jpg,8
2213,C:/Anaconda/image/train\9\9_10_1017_1001_61327239.jpg,9
2214,C:/Anaconda/image/train\9\9_10_1018_1002_61327239.jpg,9
2215,C:/Anaconda/image/train\9\9_10_1019_1003_61327239.jpg,9
2216,C:/Anaconda/image/train\9\9_10_1020_1004_61327239.jpg,9
2217,C:/Anaconda/image/train\9\9_10_1025_1009_61327239.jpg,9
2218,C:/Anaconda/image/train\9\9_10_20140722-00200001.jpg,9
2219,C:/Anaconda/image/train\9\9_11_1017_1001_61327239.jpg,9
2220,C:/Anaconda/image/train\9\9_11_1018_1002_61327239.jpg,9
2221,C:/Anaconda/image/train\9\9_11_1019_1003_61327239.jpg,9
2222,C:/Anaconda/image/train\9\9_11_1020_1004_61327239.jpg,9
2223,C:/Anaconda/image/train\9\9_11_1021_1005_61327239.jpg,9
2224,C:/Anaconda/image/train\9\9_11_1022_1006_61327239.jpg,9
2225,C:/Anaconda/image/train\9\9_11_1023_1007_61327239.jpg,9
2226,C:/Anaconda/image/train\9\9_11_1024_1008_61327239.jpg,9
2227,C:/Anaconda/image/train\9\9_11_20140722-00200001.jpg,9
2228,C:/Anaconda/image/train\9\9_11_20140722-00200002.jpg,9
2229,C:/Anaconda/image/train\9\9_12_1018_1002_61327239.jpg,9
2230,C:/Anaconda/image/train\9\9_12_1020_1004_61327239.jpg,9
2231,C:/Anaconda/image/train\9\9_12_1021_1005_61327239.jpg,9
2232,C:/Anaconda/image/train\9\9_12_1022_1006_61327239.jpg,9
2233,C:/Anaconda/image/train\9\9_12_1023_1007_61327239.jpg,9
2234,C:/Anaconda/image/train\9\9_12_1025_1009_61327239.jpg,9
2235,C:/Anaconda/image/train\9\9_12_20140722-00200001.jpg,9
2236,C:/Anaconda/image/train\9\9_2_1018_1002_61327239.jpg,9
2237,C:/Anaconda/image/train\9\9_2_1019_1003_61327239.jpg,9
2238,C:/Anaconda/image/train\9\9_2_1020_1004_61327239.jpg,9
2239,C:/Anaconda/image/train\9\9_2_1021_1005_61327239.jpg,9
2240,C:/Anaconda/image/train\9\9_2_1022_1006_61327239.jpg,9
2241,C:/Anaconda/image/train\9\9_2_1024_1008_61327239.jpg,9
2242,C:/Anaconda/image/train\9\9_2_20140722-00200001.jpg,9
2243,C:/Anaconda/image/train\9\9_2_20140722-00200003.jpg,9
2244,C:/Anaconda/image/train\9\9_2_20140722-00200004.jpg,9
2245,C:/Anaconda/image/train\9\9_2_20140722-00200005.jpg,9
2246,C:/Anaconda/image/train\9\9_2_20140722-00200006.jpg,9
2247,C:/Anaconda/image/train\9\9_2_20140722-00200008.jpg,9
2248,C:/Anaconda/image/train\9\9_2_20140722-00200010.jpg,9
2249,C:/Anaconda/image/train\9\9_2_20140722-00200011.jpg,9
2250,C:/Anaconda/image/train\9\9_2_20140722-00200012.jpg,9
2251,C:/Anaconda/image/train\9\9_2_20140722-00200017.jpg,9
2252,C:/Anaconda/image/train\9\9_2_20140722-00200018.jpg,9
2253,C:/Anaconda/image/train\9\9_2_20140722-00200019.jpg,9
2254,C:/Anaconda/image/train\9\9_2_20140722-00200020.jpg,9
2255,C:/Anaconda/image/train\9\9_3_1017_1001_61327239.jpg,9
2256,C:/Anaconda/image/train\9\9_3_1018_1002_61327239.jpg,9
2257,C:/Anaconda/image/train\9\9_3_1019_1003_61327239.jpg,9
2258,C:/Anaconda/image/train\9\9_3_1025_1009_61327239.jpg,9
2259,C:/Anaconda/image/train\9\9_3_20140722-00200001.jpg,9
2260,C:/Anaconda/image/train\9\9_3_20140722-00200002.jpg,9
2261,C:/Anaconda/image/train\9\9_3_20140722-00200004.jpg,9
2262,C:/Anaconda/image/train\9\9_3_20140722-00200006.jpg,9
2263,C:/Anaconda/image/train\9\9_3_20140722-00200010.jpg,9
2264,C:/Anaconda/image/train\9\9_3_20140722-00200011.jpg,9
2265,C:/Anaconda/image/train\9\9_3_20140722-00200015.jpg,9
2266,C:/Anaconda/image/train\9\9_3_20140722-00200017.jpg,9
2267,C:/Anaconda/image/train\9\9_3_20140722-00200018.jpg,9
2268,C:/Anaconda/image/train\9\9_4_1017_1001_61327239.jpg,9
2269,C:/Anaconda/image/train\9\9_4_1018_1002_61327239.jpg,9
2270,C:/Anaconda/image/train\9\9_4_1020_1004_61327239.jpg,9
2271,C:/Anaconda/image/train\9\9_4_1021_1005_61327239.jpg,9
2272,C:/Anaconda/image/train\9\9_4_1022_1006_61327239.jpg,9
2273,C:/Anaconda/image/train\9\9_4_1023_1007_61327239.jpg,9
2274,C:/Anaconda/image/train\9\9_4_20140722-00200001.jpg,9
2275,C:/Anaconda/image/train\9\9_4_20140722-00200002.jpg,9
2276,C:/Anaconda/image/train\9\9_4_20140722-00200004.jpg,9
2277,C:/Anaconda/image/train\9\9_4_20140722-00200006.jpg,9
2278,C:/Anaconda/image/train\9\9_4_20140722-00200010.jpg,9
2279,C:/Anaconda/image/train\9\9_4_20140722-00200015.jpg,9
2280,C:/Anaconda/image/train\9\9_4_20140722-00200019.jpg,9
2281,C:/Anaconda/image/train\9\9_4_20140722-00200020.jpg,9
2282,C:/Anaconda/image/train\9\9_5_1017_1001_61327239.jpg,9
2283,C:/Anaconda/image/train\9\9_5_1020_1004_61327239.jpg,9
2284,C:/Anaconda/image/train\9\9_5_1021_1005_61327239.jpg,9
2285,C:/Anaconda/image/train\9\9_5_1022_1006_61327239.jpg,9
2286,C:/Anaconda/image/train\9\9_5_20140722-00200001.jpg,9
2287,C:/Anaconda/image/train\9\9_5_20140722-00200004.jpg,9
2288,C:/Anaconda/image/train\9\9_5_20140722-00200006.jpg,9
2289,C:/Anaconda/image/train\9\9_5_20140722-00200010.jpg,9
2290,C:/Anaconda/image/train\9\9_5_20140722-00200012.jpg,9
2291,C:/Anaconda/image/train\9\9_5_20140722-00200015.jpg,9
2292,C:/Anaconda/image/train\9\9_5_20140722-00200017.jpg,9
2293,C:/Anaconda/image/train\9\9_5_20140722-00200019.jpg,9
